passage,condition,knowledge_cue,tokenized_passage,start,end,first_mention,recent_mention,setup_indices,exit_indices,manipulation_indices,return_indices,query_indices
"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt into the basket from the sink. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",False Belief,Explicit,"['While', 'ĠCameron', 'Ġis', 'Ġeating', ',', 'Ġhe', 'Ġgets', 'Ġa', 'Ġstain', 'Ġon', 'Ġhis', 'Ġshirt', '.', 'ĠHe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġhis', 'Ġshirt', 'Ġin', 'Ġthe', 'Ġsink', '.', 'ĠThen', 'Ġhe', 'Ġgoes', 'Ġto', 'Ġhis', 'Ġroom', 'Ġto', 'Ġget', 'Ġchanged', '.', 'ĠCameron', 'Ġdoesn', ""'t"", 'Ġsee', 'ĠHelen', 'Ġmove', 'Ġthe', 'Ġshirt', 'Ġinto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġsink', '.', 'ĠWhen', 'ĠCameron', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġhe', 'Ġwants', 'Ġto', 'Ġwash', 'Ġthe', 'Ġstain', 'Ġoff', 'Ġhis', 'Ġshirt', '.', 'ĠCameron', 'Ġthinks', 'Ġthe', 'Ġshirt', 'Ġis', 'Ġin', 'Ġthe']",sink,basket,End,Start,,,,,
"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt into the basket from the sink. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",False Belief,Implicit,"['While', 'ĠCameron', 'Ġis', 'Ġeating', ',', 'Ġhe', 'Ġgets', 'Ġa', 'Ġstain', 'Ġon', 'Ġhis', 'Ġshirt', '.', 'ĠHe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġhis', 'Ġshirt', 'Ġin', 'Ġthe', 'Ġsink', '.', 'ĠThen', 'Ġhe', 'Ġgoes', 'Ġto', 'Ġhis', 'Ġroom', 'Ġto', 'Ġget', 'Ġchanged', '.', 'ĠCameron', 'Ġdoesn', ""'t"", 'Ġsee', 'ĠHelen', 'Ġmove', 'Ġthe', 'Ġshirt', 'Ġinto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġsink', '.', 'ĠWhen', 'ĠCameron', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġhe', 'Ġwants', 'Ġto', 'Ġwash', 'Ġthe', 'Ġstain', 'Ġoff', 'Ġhis', 'Ġshirt', '.', 'ĠCameron', 'Ġgoes', 'Ġto', 'Ġget', 'Ġhis', 'Ġshirt', 'Ġout', 'Ġof', 'Ġthe']",sink,basket,End,Start,,,,,
"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",True Belief,Explicit,"['While', 'ĠCameron', 'Ġis', 'Ġeating', ',', 'Ġhe', 'Ġgets', 'Ġa', 'Ġstain', 'Ġon', 'Ġhis', 'Ġshirt', '.', 'ĠHe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġhis', 'Ġshirt', 'Ġin', 'Ġthe', 'Ġsink', '.', 'ĠCameron', 'Ġsees', 'ĠHelen', 'Ġmove', 'Ġthe', 'Ġshirt', 'Ġinto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġsink', '.', 'ĠThen', 'Ġhe', 'Ġgoes', 'Ġto', 'Ġhis', 'Ġroom', 'Ġto', 'Ġget', 'Ġchanged', '.', 'ĠWhen', 'ĠCameron', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġhe', 'Ġwants', 'Ġto', 'Ġwash', 'Ġthe', 'Ġstain', 'Ġoff', 'Ġhis', 'Ġshirt', '.', 'ĠCameron', 'Ġthinks', 'Ġthe', 'Ġshirt', 'Ġis', 'Ġin', 'Ġthe']",sink,basket,End,Start,,,,,
"While Cameron is eating, he gets a stain on his shirt. He picks up a sweater from the basket and puts his shirt in the sink. Cameron sees Helen move the shirt into the basket from the sink. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",True Belief,Implicit,"['While', 'ĠCameron', 'Ġis', 'Ġeating', ',', 'Ġhe', 'Ġgets', 'Ġa', 'Ġstain', 'Ġon', 'Ġhis', 'Ġshirt', '.', 'ĠHe', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', 'Ġand', 'Ġputs', 'Ġhis', 'Ġshirt', 'Ġin', 'Ġthe', 'Ġsink', '.', 'ĠCameron', 'Ġsees', 'ĠHelen', 'Ġmove', 'Ġthe', 'Ġshirt', 'Ġinto', 'Ġthe', 'Ġbasket', 'Ġfrom', 'Ġthe', 'Ġsink', '.', 'ĠThen', 'Ġhe', 'Ġgoes', 'Ġto', 'Ġhis', 'Ġroom', 'Ġto', 'Ġget', 'Ġchanged', '.', 'ĠWhen', 'ĠCameron', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġhe', 'Ġwants', 'Ġto', 'Ġwash', 'Ġthe', 'Ġstain', 'Ġoff', 'Ġhis', 'Ġshirt', '.', 'ĠCameron', 'Ġgoes', 'Ġto', 'Ġget', 'Ġhis', 'Ġshirt', 'Ġout', 'Ġof', 'Ġthe']",sink,basket,End,Start,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",False Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,Start,End,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].",False Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,Start,End,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football out of the shed and into the garage. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",True Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠAfterwards', ',', 'ĠPaula', 'Ġsees', 'ĠTim', 'Ġmove', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,Start,End,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football out of the shed and into the garage. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].",True Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠAfterwards', ',', 'ĠPaula', 'Ġsees', 'ĠTim', 'Ġmove', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,Start,End,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football into the garage after taking it out of the shed. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",False Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġinto', 'Ġthe', 'Ġgarage', 'Ġafter', 'Ġtaking', 'Ġit', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,Start,Start,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Then Paula goes to run some errands. Paula is away while Tim moves the football into the garage after taking it out of the shed. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].",False Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġinto', 'Ġthe', 'Ġgarage', 'Ġafter', 'Ġtaking', 'Ġit', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,Start,Start,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",True Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠAfterwards', ',', 'ĠPaula', 'Ġsees', 'ĠTim', 'Ġmove', 'Ġthe', 'Ġfootball', 'Ġinto', 'Ġthe', 'Ġgarage', 'Ġafter', 'Ġtaking', 'Ġit', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,Start,Start,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula puts the football in the shed, and gets a bottle of water from the garage. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].",True Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', ',', 'Ġand', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', '.', 'ĠAfterwards', ',', 'ĠPaula', 'Ġsees', 'ĠTim', 'Ġmove', 'Ġthe', 'Ġfootball', 'Ġinto', 'Ġthe', 'Ġgarage', 'Ġafter', 'Ġtaking', 'Ġit', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,Start,Start,,,,,
Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].,False Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,End,End,,,,,
Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].,False Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,End,End,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Afterwards, Paula sees Tim move the football out of the shed and into the garage. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",True Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', '.', 'ĠAfterwards', ',', 'ĠPaula', 'Ġsees', 'ĠTim', 'Ġmove', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,End,End,,,,,
"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Afterwards, Paula sees Tim move the football out of the shed and into the garage. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].",True Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', '.', 'ĠAfterwards', ',', 'ĠPaula', 'Ġsees', 'ĠTim', 'Ġmove', 'Ġthe', 'Ġfootball', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', 'Ġand', 'Ġinto', 'Ġthe', 'Ġgarage', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,End,End,,,,,
Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football into the garage after taking it out of the shed. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].,False Belief,Explicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġinto', 'Ġthe', 'Ġgarage', 'Ġafter', 'Ġtaking', 'Ġit', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġthinks', 'Ġthe', 'Ġfootball', 'Ġis', 'Ġin', 'Ġthe']",shed,garage,End,Start,,,,,
Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football into the garage after taking it out of the shed. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].,False Belief,Implicit,"['Paul', 'a', 'Ġand', 'ĠTim', 'Ġare', 'Ġplaying', 'Ġcatch', 'Ġwith', 'Ġa', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġyard', '.', 'ĠAfter', 'Ġa', 'Ġwhile', 'Ġthey', 'Ġget', 'Ġbored', '.', 'ĠPaula', 'Ġgets', 'Ġa', 'Ġbottle', 'Ġof', 'Ġwater', 'Ġfrom', 'Ġthe', 'Ġgarage', 'Ġand', 'Ġputs', 'Ġthe', 'Ġfootball', 'Ġin', 'Ġthe', 'Ġshed', '.', 'ĠThen', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġrun', 'Ġsome', 'Ġerr', 'ands', '.', 'ĠPaula', 'Ġis', 'Ġaway', 'Ġwhile', 'ĠTim', 'Ġmoves', 'Ġthe', 'Ġfootball', 'Ġinto', 'Ġthe', 'Ġgarage', 'Ġafter', 'Ġtaking', 'Ġit', 'Ġout', 'Ġof', 'Ġthe', 'Ġshed', '.', 'ĠPaula', 'Ġgets', 'Ġback', 'Ġand', 'Ġwants', 'Ġto', 'Ġplay', 'Ġcatch', 'Ġagain', '.', 'ĠPaula', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġfootball', 'Ġfrom', 'Ġthe']",shed,garage,End,Start,,,,,
