layer,correct_prob,distractor_prob,log_odds,is_correct,item,item_id,condition,knowledge_cue,first_mention,recent_mention,question_id,question,correct_answer,distractor_answer,model_path,model_shorthand,n_layers,revision,stage,ingredient,step,tokens_seen
36,0.92738837364038,0.07191766318077442,3.688755590973098,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.9152879164368846,0.08321444537889866,3.459319738581372,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.8934816776524649,0.10155597671517216,3.1371629978680518,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.8940978049882797,0.07979717747360475,3.4860230333263815,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.7549189269581823,0.16985751854579975,2.1519966384930376,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,1.2006938526124122e-11,9.951102331456007e-12,0.2709400923080617,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,4.0249941031340794e-10,4.1598403999422313e-10,-0.047541508143307994,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,2.8464678392719325e-09,1.1431791319691533e-09,1.3161213132987637,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,1.0134600397016376e-08,8.339162376582816e-10,3.6032429147568763,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,1.0030050184515575e-07,2.4910627463979543e-09,5.331423652633275,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,6.890335430237402e-07,6.298167936563863e-09,6.773498180117925,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,1.6797582144358286e-06,7.018416134636238e-08,4.580964284911944,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,3.7910004893570394e-06,2.2577473023783636e-07,4.069622715644226,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,2.566261913003697e-06,2.3636428181852322e-07,3.4405844752932455,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,2.3894951613140106e-06,4.45461486176159e-07,2.4233332368026637,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,1.042757838971042e-06,8.136413332615665e-08,3.6798673770916883,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,2.850397495980371e-06,8.103254952602149e-08,5.136517778202264,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,3.8308255519500185e-06,9.270779087244872e-08,5.368820936098091,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,3.3013577996865932e-06,5.713903983466288e-08,5.852438902046722,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,1.899676078500789e-06,1.2258851142376716e-07,3.9538577536954533,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,1.8791635511235433e-06,4.311606789660709e-07,2.1237931175867204,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,9.2748959244546e-07,3.8024150028073807e-07,1.2864150939805328,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,4.498124153252953e-07,5.140846603090693e-07,-0.1926824827206563,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,4.816660594305508e-07,3.585830797343991e-07,0.42572585394579654,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,6.933848316069793e-07,1.2115101466482664e-06,-0.8050783059129453,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,1.6533643197980899e-06,8.35653833836713e-07,0.9844273176775098,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,2.38158489531674e-06,9.335007469619157e-07,1.351198894768742,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,1.5276515354821376e-06,1.8598699010935963e-07,3.0380418826837556,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,2.7856031347888733e-06,3.078913643482751e-07,3.1774964228929763,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,1.249596374714613e-05,9.05840167770343e-07,3.786061848485249,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,8.46305757996796e-06,9.000483298927037e-07,3.2331046052923536,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,4.3162579019166795e-06,1.088647336728768e-06,1.9872443962464776,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,4.435312530456833e-06,1.1519294191978047e-06,1.9449834434152615,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,3.991322607928895e-06,2.3644624177007346e-06,0.7553546818954898,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,1.1965880244144987e-05,3.8008108403720415e-06,1.6545473978053917,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,2.7905687668628886e-05,1.842209261380088e-06,3.9210503432168635,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.003372075372100833,6.985113320662038e-05,5.593209452401211,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.0037698738148973635,6.083629267898995e-05,5.953440185314829,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.008904291532246091,8.902618236605939e-05,6.644127326694092,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.0019752537445183564,2.2168845197648274e-05,6.477360565666651,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.008378376198490307,0.003328250669992886,1.3319065689255558,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.552874137553504,0.020618937997161923,4.744909154604028,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.8108442254405165,0.011782243929333497,6.104738547251862,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.6954794499124521,0.02739169036215683,4.666197682800996,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.6320713160351779,0.06280707459113113,3.331088366959747,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.22182663256687155,0.0778585769747962,1.5105047044364535,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,3,The person who put the jam in the cupboard was,Mary,James,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,9.951102331456007e-12,1.2006938526124122e-11,-0.2709400923080617,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,2.8046888210676087e-10,2.439643834274405e-10,0.20117017050603742,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,1.176057494534355e-09,2.8986425814077114e-09,-1.301418860441804,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,3.90898823871411e-09,3.847865831396718e-08,-3.2991913466434997,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,1.2489141883127538e-08,3.2641764442143607e-07,-4.707972784643524,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,9.51994045354913e-09,1.0628073470084054e-06,-6.8027118411240854,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,1.3563903128834399e-07,2.6298940205057514e-06,-4.277160371815809,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,4.804800955371532e-07,3.6663269483487945e-06,-2.9317868733970918,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,3.9305577730366156e-07,1.8099335594664006e-06,-2.2031307782215444,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,6.114415446304956e-07,2.1380805435945656e-06,-1.8060297166853538,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,7.810636223999155e-08,7.978413356824881e-07,-3.3525898959445914,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,8.944935149111601e-08,2.643233005569891e-06,-4.885088773669286,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,1.7546099397122096e-07,3.302204833348695e-06,-4.234207360797521,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,8.130812910288932e-08,3.329440838668511e-06,-5.355736496020448,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,9.110699683896288e-08,1.4748542178894205e-06,-4.016866693526759,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,2.2939053577629847e-07,8.095758787049671e-07,-1.8193604359190316,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,1.9544075688282244e-07,2.9595874458511194e-07,-0.5986647283474026,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,3.3006540972319844e-07,3.5314700698544856e-07,-0.09751691476162624,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,3.7231735222968264e-07,1.0214072768319833e-07,1.8659746136088873,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,1.0556614693754533e-06,1.9351782059770698e-07,2.4476089319372507,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,8.902244106409423e-07,9.072182340888667e-07,-0.027280576010462056,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,5.641174574143174e-07,9.230792656585776e-07,-0.7104589548530555,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,9.719418553195128e-08,3.909767697852212e-07,-2.0081409762569127,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,3.8202252852486893e-07,6.395080893809792e-07,-0.7433048894454383,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,1.3819396331752614e-06,1.7944909230623062e-06,-0.3768800293783449,False,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,1.4791024207283057e-06,1.1274115635419445e-06,0.3917076856051329,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,1.259639076039467e-06,5.295316160266606e-07,1.2502216890717561,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,6.930004357555331e-06,2.52401446683588e-06,1.4571360801166118,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,8.169042055904417e-05,3.225211022532898e-06,4.662701447491605,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,0.00015776498515542682,7.595444032459313e-06,4.3764989268153744,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,0.00010694813698814954,1.0936490066971961e-05,3.2896896491486314,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.014616377383057667,0.00018511735755512166,6.303001802499522,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.008997939792992278,0.00018955392280208604,5.568914495209727,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.011975345310627293,0.00038278804947726095,4.967377656592916,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.0019283794966680175,0.00015026514829885623,3.6818066534628175,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.20042559418073724,0.0002395100891353882,9.708764606507273,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.7712636737129368,0.0072149081599032884,6.740099321303019,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.8591005860033585,0.016824703016978592,5.67417411190886,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.8485833352832578,0.021773053382604872,5.284440701144306,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.7430726302578036,0.029069280907096127,4.675935942432125,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.24255488331319747,0.057861002309575874,2.0676480053513493,True,2,2_fb_1_e_e_im,False Belief,Implicit,End,End,4,The person who put the jam in the fridge was,James,Mary,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,1.4058945120962615e-05,5.887215218055316e-06,1.2558310752122974,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,2.0249601106782676e-06,1.7452211268565835e-05,-3.1074444495435367,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,7.3517871028991e-06,2.003181762447863e-05,-1.446126438738978,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,1.0788077819279247e-05,3.271369280832494e-05,-1.6004567903172282,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,2.3824607017862432e-05,8.67143678880193e-05,-1.8638186390976712,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,0.0002130982382643892,0.00014409682873941363,0.5644800808007036,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,0.0002973550929268362,0.00028771267252766965,0.047558018477790495,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,0.0011949191850243184,0.0004609036456301292,1.3743759647296176,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,0.003923590426113265,0.0006178198191348391,2.66691639280328,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,0.0003762424553103279,3.8222590046060935e-05,3.2991652052805684,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
