sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,model_path,model_shorthand,stage,ingredient,step,tokens_seen
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.3633948564529419,32,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.3466130495071411,33,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.32134246826171875,34,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.29629021883010864,35,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.26981526613235474,36,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.24451524019241333,37,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.22190046310424805,38,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.20117872953414917,39,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,Different Sense,0.24801695346832275,40,3.5,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.0,0,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.0028753280639648438,1,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.052927255630493164,2,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.279501736164093,3,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.35358715057373047,4,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.394197940826416,5,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3979378938674927,6,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3951583504676819,7,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3930351734161377,8,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.39022231101989746,9,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.38496512174606323,10,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.36904847621917725,11,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3663531541824341,12,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3534427285194397,13,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3377488851547241,14,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3352975845336914,15,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.32287102937698364,16,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3118610978126526,17,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.3048884868621826,18,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.2981060743331909,19,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.29629868268966675,20,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.29088133573532104,21,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.28755486011505127,22,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.285225510597229,23,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.28541022539138794,24,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.27887052297592163,25,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.2773377299308777,26,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.27707064151763916,27,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.2787197232246399,28,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.2738000154495239,29,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.2613902688026428,30,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.25117766857147217,31,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.23966127634048462,32,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.2305426001548767,33,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.21426993608474731,34,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.20025759935379028,35,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.18267714977264404,36,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.16755878925323486,37,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.15224581956863403,38,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.13855916261672974,39,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was cough medicine.,It was prescription medicine.,medicine,medicine,Same Sense,0.16916048526763916,40,3.5625,5,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.0,0,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.007368862628936768,1,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09844064712524414,2,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.2238706350326538,3,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.23879224061965942,4,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.2474953532218933,5,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.23466098308563232,6,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.2206689715385437,7,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.19537746906280518,8,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.17407548427581787,9,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.15842968225479126,10,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.14029467105865479,11,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.13828027248382568,12,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.13048726320266724,13,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.11941933631896973,14,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.12240296602249146,15,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.11551016569137573,16,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.11170661449432373,17,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.10633718967437744,18,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.10541415214538574,19,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.10200387239456177,20,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09675341844558716,21,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09552246332168579,22,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09390103816986084,23,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09679073095321655,24,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09214216470718384,25,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09154742956161499,26,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.09007948637008667,27,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.08862638473510742,28,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.08787137269973755,29,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.08639520406723022,30,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.08377128839492798,31,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.07938998937606812,32,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.07652634382247925,33,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.07081276178359985,34,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.06484782695770264,35,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.05867046117782593,36,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.05230289697647095,37,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.047347068786621094,38,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.04297226667404175,39,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,Same Sense,0.05064058303833008,40,3.833333333,7,5,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.0,0,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.008903920650482178,1,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.08279913663864136,2,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.32864266633987427,3,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.3697560429573059,4,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.4222790002822876,5,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.4149929881095886,6,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.4242960810661316,7,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.4140743017196655,8,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.4196736812591553,9,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.4067918062210083,10,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.3698330521583557,11,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.36822962760925293,12,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.35602128505706787,13,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.34351325035095215,14,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.3411175012588501,15,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.337830126285553,16,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.31623393297195435,17,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.3041747212409973,18,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.29540908336639404,19,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.28501367568969727,20,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2779076099395752,21,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.27999448776245117,22,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2768184542655945,23,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.27959418296813965,24,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2766733765602112,25,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2642025947570801,26,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2583538889884949,27,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.24844223260879517,28,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2413095235824585,29,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.23756074905395508,30,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.22861570119857788,31,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2192903757095337,32,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.2074686884880066,33,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.19455957412719727,34,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.18166691064834595,35,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.16397583484649658,36,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.14807838201522827,37,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.1341491937637329,38,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.1201058030128479,39,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was an urgent message.,message,message,Different Sense,0.13016295433044434,40,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.0,0,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.007012903690338135,1,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.08998245000839233,2,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.3430434465408325,3,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.4306696653366089,4,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5338983237743378,5,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5959588587284088,6,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.6348150372505188,7,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.6435434222221375,8,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.6507260799407959,9,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.6425989270210266,10,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.6141003668308258,11,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.6011672914028168,12,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5859843790531158,13,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.579988420009613,14,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5713294446468353,15,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5733889043331146,16,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5731399655342102,17,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5764262676239014,18,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5649542212486267,19,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5586562156677246,20,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5565919280052185,21,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.558455228805542,22,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
There was a phone message.,There was a clear message.,message,message,Different Sense,0.5637466609477997,23,2.125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
